name,phase,other_names,country,capacity_mw,status,start_year,operator,owner,lat,lon,location_accuracy,state,gem_location_id,gem_phase_id,source
Campanario (Elawan) solar farm,4,Elawan Campanario (Phase 1),Spain,50.0,operating,2021.0,,Elawan Energy SL [100%],38.9094,-1.3366,exact,Castilla-La Mancha,L100000824406,G100000827536,GEM Global Solar Power Tracker Feb-2026
Campanario (Elawan) solar farm,5,Elawan Campanario (Phase 1),Spain,50.0,operating,2021.0,,Elawan Energy SL [100%],38.9103,-1.3199,exact,Castilla-La Mancha,L100000824406,G100000827537,GEM Global Solar Power Tracker Feb-2026
Campanario (Planea Energia) solar farm,--,,Spain,80.0,operating,2023.0,,Planea Energia,38.8713,-1.3466,approximate,Castilla-La Mancha,L100001007589,G100001008759,GEM Global Solar Power Tracker Feb-2026
Campina Cordobesa Dos solar farm,--,,Spain,11.3,operating,2022.0,,Taiga Mistral Gestion SGEIC [100%],37.3917,-4.7659,approximate,Andalucía,L100000824407,G100000827538,GEM Global Solar Power Tracker Feb-2026
Campiña De Jerez solar project,--,,Spain,13.7,operating,2023.0,,,36.5817,-5.8457,exact,Andalucía,L100001053477,G100001061271,GEM Global Solar Power Tracker Feb-2026
Campo Arañuelo (Naturgy) solar farm,--,,Spain,269.6,pre-construction,2026.0,Naturgy Energy Group,Naturgy Energy Group SA [100%],39.5266,-5.6307,approximate,Extremadura,L100000824408,G100000827539,GEM Global Solar Power Tracker Feb-2026
Campo Arañuelo solar farm,1,"Arañuelo I (Phase 1), Arañuelo III (Phase 3), Arañuelo II (Phase 2)",Spain,50.0,operating,2021.0,Iberdrola Renovables Energia,Iberdrola SA [100%],39.8161,-5.6831,approximate,Extremadura,L100000805864,G100000806746,GEM Global Solar Power Tracker Feb-2026
Campo Arañuelo solar farm,2,"Arañuelo I (Phase 1), Arañuelo III (Phase 3), Arañuelo II (Phase 2)",Spain,50.0,operating,2021.0,Iberdrola Renovables Energia,Iberdrola SA [100%],39.8161,-5.6831,approximate,Extremadura,L100000805864,G100000806747,GEM Global Solar Power Tracker Feb-2026
Campo Arañuelo solar farm,3,"Arañuelo I (Phase 1), Arañuelo III (Phase 3), Arañuelo II (Phase 2)",Spain,40.0,operating,2021.0,Iberdrola Renovables Energia,Iberdrola SA [100%],39.7865,-5.7008,exact,Extremadura,L100000805864,G100000806749,GEM Global Solar Power Tracker Feb-2026
Campo De Belchite solar project,--,,Spain,4.3,operating,2021.0,,,41.376,-0.7583,exact,Aragón,L100001010309,G100001011679,GEM Global Solar Power Tracker Feb-2026
Campo De Borja solar project,--,,Spain,2.1,operating,2025.0,,,41.8601,-1.383,exact,Aragón,L100001053714,G100001061508,GEM Global Solar Power Tracker Feb-2026
Campo De Cariñena solar project I,--,,Spain,4.2,operating,2017.0,,,41.3596,-1.2616,exact,Aragón,L100001009457,G100001010827,GEM Global Solar Power Tracker Feb-2026
Campo De Cariñena solar project II,--,,Spain,3.5,operating,2017.0,,,41.4417,-1.236,exact,Aragón,L100001009525,G100001010895,GEM Global Solar Power Tracker Feb-2026
Campo De Cariñena solar project III,--,,Spain,1.8,operating,2017.0,,,41.4506,-1.2274,exact,Aragón,L100001009674,G100001011044,GEM Global Solar Power Tracker Feb-2026
Campo De Cariñena solar project IV,--,,Spain,1.2,operating,2022.0,,,41.493,-1.1447,exact,Aragón,L100001053006,G100001060800,GEM Global Solar Power Tracker Feb-2026
Campo De Cariñena solar project V,--,,Spain,3.2,operating,2017.0,,,41.3657,-1.2581,exact,Aragón,L100001053165,G100001060959,GEM Global Solar Power Tracker Feb-2026
Campo De Cariñena solar project VI,--,,Spain,1.5,operating,2017.0,,,41.3462,-1.2362,exact,Aragón,L100001053320,G100001061114,GEM Global Solar Power Tracker Feb-2026
Campo De Cartagena Y Mar Menor solar project I,--,,Spain,3.3,operating,2017.0,,,37.7659,-1.2414,exact,Región de Murcia,L100001009811,G100001011181,GEM Global Solar Power Tracker Feb-2026
Campo De Cartagena Y Mar Menor solar project III,--,,Spain,8.3,operating,2020.0,,,37.6875,-1.3182,exact,Región de Murcia,L100001010284,G100001011654,GEM Global Solar Power Tracker Feb-2026
Campo De Cartagena Y Mar Menor solar project IV,--,,Spain,5.1,operating,2023.0,,,37.6789,-1.2155,exact,Región de Murcia,L100001010285,G100001011655,GEM Global Solar Power Tracker Feb-2026
Campo De Cartagena Y Mar Menor solar project IX,--,,Spain,2.3,operating,2024.0,,,37.6717,-1.1651,exact,Región de Murcia,L100001053213,G100001061007,GEM Global Solar Power Tracker Feb-2026
Campo De Cartagena Y Mar Menor solar project VI,--,,Spain,9.3,operating,2019.0,,,37.7214,-1.1411,exact,Región de Murcia,L100001010378,G100001011748,GEM Global Solar Power Tracker Feb-2026
Campo De Cartagena Y Mar Menor solar project VII,--,,Spain,10.4,operating,2019.0,,,37.7204,-1.1272,exact,Región de Murcia,L100001010406,G100001011776,GEM Global Solar Power Tracker Feb-2026
Campo De Cartagena Y Mar Menor solar project VIII,--,,Spain,14.7,operating,2020.0,,,37.734,-0.8889,exact,Región de Murcia,L100001010429,G100001011799,GEM Global Solar Power Tracker Feb-2026
Campo De Cartagena Y Mar Menor solar project X,--,,Spain,3.2,operating,2017.0,,,37.7936,-0.8863,exact,Región de Murcia,L100001053247,G100001061041,GEM Global Solar Power Tracker Feb-2026
Campo De Cartagena Y Mar Menor solar project XI,--,,Spain,3.0,operating,2017.0,,,37.7029,-1.2737,exact,Región de Murcia,L100001053334,G100001061128,GEM Global Solar Power Tracker Feb-2026
Campo De Cartagena Y Mar Menor solar project XII,--,,Spain,4.6,operating,2022.0,,,37.7615,-1.2035,exact,Región de Murcia,L100001053558,G100001061352,GEM Global Solar Power Tracker Feb-2026
Campo De Cartagena Y Mar Menor solar project XIII,--,,Spain,2.9,operating,2023.0,,,37.6364,-0.8921,exact,Región de Murcia,L100001053806,G100001061600,GEM Global Solar Power Tracker Feb-2026
Campo De Daroca solar project,--,,Spain,2.5,operating,2017.0,,,41.1366,-1.3578,exact,Aragón,L100001053133,G100001060927,GEM Global Solar Power Tracker Feb-2026
Campo De Gibraltar solar project,--,,Spain,17.1,operating,2017.0,,,36.1934,-5.4187,exact,Andalucía,L100001009418,G100001010788,GEM Global Solar Power Tracker Feb-2026
Campo De Gibraltar solar project I,--,,Spain,3.6,operating,2023.0,,,36.2012,-5.4532,exact,Andalucía,L100001052892,G100001060686,GEM Global Solar Power Tracker Feb-2026
Campo de Arañuelo solar farm,--,,Spain,300.0,construction,2026.0,Naturgy Energy Group,Naturgy Energy Group SA [100%],38.7653,-6.581,approximate,Extremadura,L100000824409,G100000827540,GEM Global Solar Power Tracker Feb-2026
Campollano solar project,--,,Spain,6.6,operating,2017.0,,,39.0105,-1.8954,exact,Castilla-La Mancha,L100001009095,G100001010465,GEM Global Solar Power Tracker Feb-2026
Campos (Spain) solar farm,--,,Spain,27.8,pre-construction,,,,38.8269,-1.6949,approximate,Castilla-La Mancha,L100001062236,G100001071471,GEM Global Solar Power Tracker Feb-2026
Campos 115 solar farm,--,,Spain,100.0,pre-construction,,,Gestiona Energías Renovables,38.0406,-1.3506,approximate,Región de Murcia,L100001005609,G100001006721,GEM Global Solar Power Tracker Feb-2026
Campos 259 solar farm,--,,Spain,259.0,pre-construction,,Gestiona Energías Renovables,,38.0428,-1.3635,approximate,Región de Murcia,L100000824410,G100000827541,GEM Global Solar Power Tracker Feb-2026
Campos Salados solar farm,--,,Spain,90.5,pre-construction,,,Renantis UK Ltd [100%],39.1358,-0.4555,approximate,Comunidad Valenciana,L100000824413,G100000827544,GEM Global Solar Power Tracker Feb-2026
Campos de Al-Andalus solar farm,1,,Spain,46.6,shelved - inferred 2 y,,Enel Green Power España,Endesa SA [100%],37.3723,-6.8806,approximate,Andalucía,L100001005210,G100001006167,GEM Global Solar Power Tracker Feb-2026
Campos de Al-Andalus solar farm,2,,Spain,50.0,shelved - inferred 2 y,,Enel Green Power España,Endesa SA [100%],37.3723,-6.8806,approximate,Andalucía,L100001005210,G100001006168,GEM Global Solar Power Tracker Feb-2026
Campos de Al-Andalus solar farm,3,,Spain,12.4,shelved - inferred 2 y,,Enel Green Power España,Endesa SA [100%],37.3723,-6.8806,approximate,Andalucía,L100001005210,G100001006169,GEM Global Solar Power Tracker Feb-2026
Campos de Levante solar farm,1,,Spain,100.0,pre-construction,,Renantis UK,Renantis UK Ltd [100%],39.4726,-0.7178,approximate,Comunidad Valenciana,L100000806340,G100000807278,GEM Global Solar Power Tracker Feb-2026
Campos de Zuloaga solar farm,--,Campos de Zuluaga solar farm,Spain,62.5,pre-construction,,Falck Renewables Power 2,Renantis SpA [100%],42.7828,-1.7346,approximate,Comunidad Foral de Navarra,L100000824411,G100000827542,GEM Global Solar Power Tracker Feb-2026
Campos del Condado solar farm,4,,Spain,57.3,pre-construction,,Arena Power Solar 33 SLU,Arena Power Solar 33 SLU [100%],37.4178,-6.801,approximate,Andalucía,L100000824412,G100000827543,GEM Global Solar Power Tracker Feb-2026
Campos del Condado solar farm,5,,Spain,23.4,pre-construction,,,Arena Power Solar 34 SLU [100%],37.4178,-6.801,approximate,Andalucía,L100000824412,G100001006165,GEM Global Solar Power Tracker Feb-2026
Campos del Condado solar farm,6,,Spain,61.2,pre-construction,,,Arena Power Solar 35 SLU [100%],37.4178,-6.801,approximate,Andalucía,L100000824412,G100001006164,GEM Global Solar Power Tracker Feb-2026
Campos del Rio solar project,--,,Spain,10.0,operating,2022.0,,,38.06,-1.341,exact,Región de Murcia,L100001009201,G100001010571,GEM Global Solar Power Tracker Feb-2026
Campos del Río solar farm,--,,Spain,49.4,pre-construction,,Amber Solar Power Veinticuatro,TotalEnergies SE [65%]; Soltec Energias Renovables SL [35%],38.028,-1.3265,approximate,Región de Murcia,L100001003182,G100001003648,GEM Global Solar Power Tracker Feb-2026
Campus Data Center CCGreen solar farm,--,,Spain,520.0,announced,2030.0,,Ingenostrum SL [100%],39.4697,-6.3791,approximate,Extremadura,L100000824414,G100000827545,GEM Global Solar Power Tracker Feb-2026
Canarias solar project I,--,,Spain,4.8,operating,2023.0,,,27.9216,-15.418,exact,Canarias,L100001052856,G100001060650,GEM Global Solar Power Tracker Feb-2026
Canarias solar project II,--,,Spain,2.8,operating,2024.0,,,27.9882,-15.409,exact,Canarias,L100001052863,G100001060657,GEM Global Solar Power Tracker Feb-2026
Canarias solar project III,--,,Spain,1.3,operating,2022.0,,,28.084,-16.6004,exact,Canarias,L100001052928,G100001060722,GEM Global Solar Power Tracker Feb-2026
Canarias solar project IV,--,,Spain,3.4,operating,2025.0,,,28.233,-14.1114,exact,Canarias,L100001052929,G100001060723,GEM Global Solar Power Tracker Feb-2026
Canarias solar project IX,--,,Spain,3.9,operating,2017.0,,,28.0706,-16.5123,exact,Canarias,L100001053261,G100001061055,GEM Global Solar Power Tracker Feb-2026
Canarias solar project V,--,,Spain,3.9,operating,2021.0,,,27.8038,-15.4497,exact,Canarias,L100001052946,G100001060740,GEM Global Solar Power Tracker Feb-2026
Canarias solar project VI,--,,Spain,5.0,operating,2023.0,,,27.976,-15.4125,exact,Canarias,L100001052971,G100001060765,GEM Global Solar Power Tracker Feb-2026
Canarias solar project VII,--,,Spain,1.1,operating,2022.0,,,28.9343,-13.6434,exact,Canarias,L100001052986,G100001060780,GEM Global Solar Power Tracker Feb-2026
Canarias solar project VIII,--,,Spain,2.5,operating,2017.0,,,27.8754,-15.4038,exact,Canarias,L100001053036,G100001060830,GEM Global Solar Power Tracker Feb-2026
Canarias solar project X,--,,Spain,2.0,operating,2021.0,,,27.8145,-15.4477,exact,Canarias,L100001053292,G100001061086,GEM Global Solar Power Tracker Feb-2026
Canarias solar project XI,--,,Spain,11.1,operating,2023.0,,,28.5133,-13.8826,exact,Canarias,L100001053308,G100001061102,GEM Global Solar Power Tracker Feb-2026
Canarias solar project XII,--,,Spain,1.5,operating,2024.0,,,28.2621,-14.0149,exact,Canarias,L100001053372,G100001061166,GEM Global Solar Power Tracker Feb-2026
Canarias solar project XIII,--,,Spain,5.2,operating,2023.0,,,27.7614,-15.6141,exact,Canarias,L100001053492,G100001061286,GEM Global Solar Power Tracker Feb-2026
Canarias solar project XIV,--,,Spain,11.8,operating,2022.0,,,27.8906,-15.4117,exact,Canarias,L100001053498,G100001061292,GEM Global Solar Power Tracker Feb-2026
Canarias solar project XIX,--,,Spain,1.5,operating,2023.0,,,28.006,-15.7904,exact,Canarias,L100001053801,G100001061595,GEM Global Solar Power Tracker Feb-2026
Canarias solar project XV,--,,Spain,1.9,operating,2023.0,,,28.5576,-17.887,exact,Canarias,L100001053500,G100001061294,GEM Global Solar Power Tracker Feb-2026
Canarias solar project XVI,--,,Spain,13.6,operating,2024.0,,,28.5186,-13.854,exact,Canarias,L100001053526,G100001061320,GEM Global Solar Power Tracker Feb-2026
Canarias solar project XVII,--,,Spain,2.7,operating,2022.0,,,27.9847,-15.3883,exact,Canarias,L100001053548,G100001061342,GEM Global Solar Power Tracker Feb-2026
Canarias solar project XVIII,--,,Spain,1.4,operating,2021.0,,,27.9297,-15.4097,exact,Canarias,L100001053763,G100001061557,GEM Global Solar Power Tracker Feb-2026
Cancillos solar farm,--,,Spain,82.6,pre-construction,,EDPR Renewable Energy Sources of Greece 1 Sole Proprietorship,,41.3473,-0.7809,approximate,Aragón,L100000824416,G100000827550,GEM Global Solar Power Tracker Feb-2026
Canes 1 solar farm,--,,Spain,50.0,pre-construction,,,Grenergy,40.2982,-2.9811,approximate,Castilla-La Mancha,L100001005462,G100001006501,GEM Global Solar Power Tracker Feb-2026
Canopus solar farm,--,,Spain,49.5,pre-construction,,Energía Inagotable de Canopus,Forestalia SL [100%],41.5957,0.1979,approximate,Aragón,L100000824417,G100000827551,GEM Global Solar Power Tracker Feb-2026
Canredondo solar farm,--,,Spain,22.0,operating,2022.0,Naturgy Energy Group,Naturgy Energy Group SA [100%],40.6345,-3.1744,approximate,Castilla-La Mancha,L100000824418,G100000827552,GEM Global Solar Power Tracker Feb-2026
Cantabria solar project,--,,Spain,1.2,operating,2025.0,,,43.3085,-3.4028,exact,Cantabria,L100001053774,G100001061568,GEM Global Solar Power Tracker Feb-2026
Cantillana solar project,--,,Spain,10.5,operating,2017.0,,,37.5896,-5.8166,exact,Andalucía,L100001009244,G100001010614,GEM Global Solar Power Tracker Feb-2026
Cantoria II solar project,--,,Spain,12.6,operating,2023.0,,,37.375,-2.244,exact,Andalucía,L100001009108,G100001010478,GEM Global Solar Power Tracker Feb-2026
Caoba (Spain) solar farm,--,,Spain,50.0,pre-construction,,Caoba Solar,Amarenco [100%],41.7794,-5.9074,approximate,Castilla y León,L100001004663,G100001005473,GEM Global Solar Power Tracker Feb-2026
Cap Blanc solar farm,--,,Spain,24.6,pre-construction,,,Energía Inagotable de Paventia SL [100%],41.5938,1.1408,approximate,Cataluña,L100001000952,G100001001320,GEM Global Solar Power Tracker Feb-2026
Caparacena 220 solar farm,--,,Spain,93.2,pre-construction,,,,37.289,-3.7849,approximate,Andalucía,L100001063703,G100001073227,GEM Global Solar Power Tracker Feb-2026
Caparacena 400 solar farm,--,,Spain,217.6,announced,,,Enel Green Power,37.3923,-3.5205,approximate,Andalucía,L100001005588,G100001006688,GEM Global Solar Power Tracker Feb-2026
Caparacena solar farm,--,,Spain,250.0,pre-construction,,,,37.0516,-3.878,approximate,Andalucía,L100001064020,G100001073623,GEM Global Solar Power Tracker Feb-2026
Capiruza II solar farm,--,,Spain,42.0,pre-construction,,,,38.7361,-1.9802,approximate,Castilla-La Mancha,L100001061866,G100001070953,GEM Global Solar Power Tracker Feb-2026
Capricornius solar farm,1,Solaria Cyl-Ma-I,Spain,25.0,operating,2021.0,Solaria Energía y Medio Ambiente,Solaria Energía y Medio Ambiente SA [100%],41.9813,-4.4237,approximate,Castilla y León,L100000805971,G100000806875,GEM Global Solar Power Tracker Feb-2026
Caramonte solar farm,--,,Spain,49.1,pre-construction,,,,41.091,-2.4222,approximate,Castilla y León,L100001063782,G100001073320,GEM Global Solar Power Tracker Feb-2026
Caravón solar farm,--,,Spain,70.0,pre-construction,,Caravón Solar,Ignis Energía SL [100%],40.7647,-3.1757,approximate,Castilla-La Mancha,L100000824420,G100000827554,GEM Global Solar Power Tracker Feb-2026
Carbeso solar farm,--,,Spain,44.4,pre-construction,,,Carbeso Solar SL [100%],41.6994,1.425,approximate,Cataluña,L100001000850,G100001001207,GEM Global Solar Power Tracker Feb-2026
Carbo solar farm,--,,Spain,81.4,pre-construction,,,Enel Green Power,37.5649,-4.2793,approximate,Andalucía,L100001005617,G100001006733,GEM Global Solar Power Tracker Feb-2026
Carina solar farm,10,,Spain,49.4,pre-construction,,,Solaria Promoción y Desarrollo Fotovoltaico SL [100%],40.0476,-3.8445,approximate,Castilla-La Mancha,L100000824421,G100000827557,GEM Global Solar Power Tracker Feb-2026
Carina solar farm,8,,Spain,49.4,pre-construction,,,Solaria Promoción y Desarrollo Fotovoltaico SL [100%],40.1775,-4.0326,approximate,Castilla-La Mancha,L100000824421,G100000827555,GEM Global Solar Power Tracker Feb-2026
Carina solar farm,9,,Spain,49.4,pre-construction,,,Solaria Promoción y Desarrollo Fotovoltaico SL [100%],40.0385,-3.8384,approximate,Castilla-La Mancha,L100000824421,G100000827556,GEM Global Solar Power Tracker Feb-2026
Carlit solar farm,--,,Spain,95.9,pre-construction,,Carlit Solar Spain,Carlit Solar Spain SL [100%],38.4433,-0.9258,approximate,Comunidad Valenciana,L100000824422,G100000827558,GEM Global Solar Power Tracker Feb-2026
Carmen solar farm,--,,Spain,60.0,pre-construction,,Green Tie Desarrollo SLU,,40.4325,-3.6799,approximate,Comunidad de Madrid,L100000824423,G100000827559,GEM Global Solar Power Tracker Feb-2026
Carmona (Q Energy) solar farm,1,,Spain,35.0,construction,2026.0,,Q Energy,37.4509,-5.6483,approximate,Andalucía,L100001063502,G100001072982,GEM Global Solar Power Tracker Feb-2026
Carmona (Q Energy) solar farm,2,,Spain,35.0,construction,2026.0,,Q Energy,37.4509,-5.6483,approximate,Andalucía,L100001063502,G100001072984,GEM Global Solar Power Tracker Feb-2026
Carmona (Q Energy) solar farm,3,,Spain,35.0,construction,2026.0,,Q Energy,37.4509,-5.6483,approximate,Andalucía,L100001063502,G100001072985,GEM Global Solar Power Tracker Feb-2026
Carmona solar farm,--,,Spain,400.0,pre-construction,,Bruc Iberia Energy Investment Partners,Bruc Iberia Energy Investment Partners [100%],37.3923,-5.9623,approximate,Andalucía,L100000824424,G100000827560,GEM Global Solar Power Tracker Feb-2026
Carmona solar project,--,,Spain,6.0,operating,2007.0,,,37.5189,-5.6592,exact,Andalucía,L100001009245,G100001010615,GEM Global Solar Power Tracker Feb-2026
Carmonita Ministerio solar farm,1,,Spain,159.0,operating,2024.0,Fotowatio Renewable Ventures (FRV),Fotowatio Renewable Ventures (FRV),39.1365,-6.3406,approximate,Extremadura,L100000824425,G100000827561,GEM Global Solar Power Tracker Feb-2026
Carmonita Ministerio solar farm,2,,Spain,159.0,operating,2024.0,Fotowatio Renewable Ventures (FRV),Fotowatio Renewable Ventures (FRV),39.1365,-6.3406,approximate,Extremadura,L100000824425,G100001006156,GEM Global Solar Power Tracker Feb-2026
Carmonita Ministerio solar farm,3,,Spain,159.0,operating,2024.0,Fotowatio Renewable Ventures (FRV),Fotowatio Renewable Ventures (FRV),39.1365,-6.3406,approximate,Extremadura,L100000824425,G100001006157,GEM Global Solar Power Tracker Feb-2026
Carmonita Norte solar farm,1,,Spain,46.0,operating,2024.0,Fotowatio Renewable Ventures (FRV),Fotowatio Renewable Ventures (FRV) BV [100%],39.1439,-6.2788,approximate,Extremadura,L100000824426,G100000827562,GEM Global Solar Power Tracker Feb-2026
Carmonita Norte solar farm,2,,Spain,46.0,operating,2024.0,Fotowatio Renewable Ventures (FRV),Fotowatio Renewable Ventures (FRV) BV [100%],39.1439,-6.2788,approximate,Extremadura,L100000824426,G100001006141,GEM Global Solar Power Tracker Feb-2026
Carmonita Norte solar farm,3,,Spain,23.0,operating,2024.0,Fotowatio Renewable Ventures (FRV),Fotowatio Renewable Ventures (FRV) BV [100%],39.1439,-6.2788,approximate,Extremadura,L100000824426,G100001006142,GEM Global Solar Power Tracker Feb-2026
Carmonita Sur solar farm,1,,Spain,35.0,operating,2024.0,Fotowatio Renewable Ventures (FRV),Fotowatio Renewable Ventures (FRV) BV [100%],39.1357,-6.3205,approximate,Extremadura,L100000824427,G100000827563,GEM Global Solar Power Tracker Feb-2026
Carmonita Sur solar farm,2,,Spain,35.0,operating,2024.0,Fotowatio Renewable Ventures (FRV),Fotowatio Renewable Ventures (FRV) BV [100%],39.1357,-6.3205,approximate,Extremadura,L100000824427,G100001006159,GEM Global Solar Power Tracker Feb-2026
Carmonita Sur solar farm,3,,Spain,35.0,operating,2024.0,Fotowatio Renewable Ventures (FRV),Fotowatio Renewable Ventures (FRV) BV [100%],39.1357,-6.3205,approximate,Extremadura,L100000824427,G100001006160,GEM Global Solar Power Tracker Feb-2026
Carolina Solar PV solar farm,--,,Spain,300.0,pre-construction,,,Shell Desarrollo 1 SLU [100%],40.097,-3.4477,approximate,Comunidad de Madrid,L100001004288,G100001005002,GEM Global Solar Power Tracker Feb-2026
Carolinas I solar project,--,,Spain,18.1,operating,2019.0,,,40.7102,-3.4046,exact,Castilla-La Mancha,L100001009181,G100001010551,GEM Global Solar Power Tracker Feb-2026
Carpio A solar project,--,,Spain,5.0,operating,2017.0,,,41.2361,-5.1499,exact,Castilla y León,L100001009274,G100001010644,GEM Global Solar Power Tracker Feb-2026
Carpio de Tajo solar farm,1,,Spain,50.0,operating,2019.0,Naturgy Energy Group,Naturgy Energy Group SA [100%],39.8457,-4.5275,exact,Castilla-La Mancha,L100000805905,G100000806792,GEM Global Solar Power Tracker Feb-2026
Carracorisa solar farm,--,,Spain,85.7,shelved - inferred 2 y,,Ardermer Itg,,41.3473,-0.7809,approximate,Aragón,L100000824429,G100000827565,GEM Global Solar Power Tracker Feb-2026
Carramolinos solar farm,--,,Spain,58.6,pre-construction,,Green Capital Power,,41.77,-4.2093,approximate,Castilla y León,L100000824430,G100000827566,GEM Global Solar Power Tracker Feb-2026
Carrascosa solar farm,--,,Spain,38.0,pre-construction,,Energías Eólicas de Cuenca,Iberdrola SA [100%],40.0023,-2.7193,approximate,Castilla-La Mancha,L100001003201,G100001003668,GEM Global Solar Power Tracker Feb-2026
Carrerada solar farm,--,,Spain,24.8,pre-construction,,,Energías Renovables de Gladiateur 28 SL [100%],41.7324,1.4253,approximate,Cataluña,L100001000898,G100001001259,GEM Global Solar Power Tracker Feb-2026
Carril solar farm,1,CSF Carril,Spain,360.0,pre-construction,,Desarrollos Fotovoltaicos Carril 400,RP Global [100%],37.521,-1.8351,exact,Región de Murcia,L100000805944,G100000806844,GEM Global Solar Power Tracker Feb-2026
Cartagena Campo De Cartagena Y Mar Menor solar project I,--,,Spain,4.4,operating,2024.0,,,37.6891,-0.9067,exact,Región de Murcia,L100001009661,G100001011031,GEM Global Solar Power Tracker Feb-2026
Cartagena Campo De Cartagena Y Mar Menor solar project II,--,,Spain,6.3,operating,2021.0,,,37.6552,-0.9422,exact,Región de Murcia,L100001010283,G100001011653,GEM Global Solar Power Tracker Feb-2026
Cartagena Campo De Cartagena Y Mar Menor solar project III,--,,Spain,5.2,operating,2019.0,,,37.6129,-0.9298,exact,Región de Murcia,L100001010417,G100001011787,GEM Global Solar Power Tracker Feb-2026
Cartagena Campo De Cartagena Y Mar Menor solar project IV,--,,Spain,2.5,operating,2022.0,,,37.6476,-0.896,exact,Región de Murcia,L100001052799,G100001060593,GEM Global Solar Power Tracker Feb-2026
Cartagena Campo De Cartagena Y Mar Menor solar project IX,--,,Spain,3.9,operating,2024.0,,,37.6317,-0.8379,exact,Región de Murcia,L100001053518,G100001061312,GEM Global Solar Power Tracker Feb-2026
Cartagena Campo De Cartagena Y Mar Menor solar project V,--,,Spain,3.3,operating,2023.0,,,37.6461,-1.0393,exact,Región de Murcia,L100001053306,G100001061100,GEM Global Solar Power Tracker Feb-2026
Cartagena Campo De Cartagena Y Mar Menor solar project VI,--,,Spain,1.0,operating,2021.0,,,37.7045,-0.8677,exact,Región de Murcia,L100001053419,G100001061213,GEM Global Solar Power Tracker Feb-2026
Cartagena Campo De Cartagena Y Mar Menor solar project VII,--,,Spain,2.1,operating,2024.0,,,37.617,-0.9239,exact,Región de Murcia,L100001053451,G100001061245,GEM Global Solar Power Tracker Feb-2026
Cartagena Campo De Cartagena Y Mar Menor solar project VIII,--,,Spain,3.5,operating,2021.0,,,37.6575,-1.0002,exact,Región de Murcia,L100001053489,G100001061283,GEM Global Solar Power Tracker Feb-2026
Cartagena solar farm,1,SABIC Cartagena,Spain,100.0,construction,,Iberdrola Renovables Energia,Iberdrola SA [100%],37.7063,-1.1009,exact,Región de Murcia,L100000805874,G100000806759,GEM Global Solar Power Tracker Feb-2026
Cartago A1 solar farm,Ampliación de Biacor,Cartago I,Spain,52.7,operating,2023.0,,Bruc Iberia Energy Investment Partners [100%],37.4583,-5.6408,approximate,Andalucía,L100000824431,G100001006146,GEM Global Solar Power Tracker Feb-2026
Cartago A1 solar farm,Don Rodrigo 3,Cartago I,Spain,52.7,operating,2023.0,,Bruc Iberia Energy Investment Partners [100%],37.4583,-5.6408,approximate,Andalucía,L100000824431,G100000827567,GEM Global Solar Power Tracker Feb-2026
Cartago A1 solar farm,Don Rodrigo 4,Cartago I,Spain,52.7,operating,2023.0,,Bruc Iberia Energy Investment Partners [100%],37.4583,-5.6408,approximate,Andalucía,L100000824431,G100001006144,GEM Global Solar Power Tracker Feb-2026
Cartago A1 solar farm,Don Rodrigo 5,Cartago I,Spain,52.7,operating,2023.0,,Bruc Iberia Energy Investment Partners [100%],37.4583,-5.6408,approximate,Andalucía,L100000824431,G100001006145,GEM Global Solar Power Tracker Feb-2026
Cartago A1 solar farm,Freya,Cartago I,Spain,52.7,operating,2023.0,,Bruc Iberia Energy Investment Partners [100%],37.4583,-5.6408,approximate,Andalucía,L100000824431,G100000827568,GEM Global Solar Power Tracker Feb-2026
Cartago A2 solar farm,Bianor,Cartago II,Spain,48.3,construction,,,Bruc Iberia Energy Investment Partners [100%],37.2404,-5.8357,approximate,Andalucía,L100001005202,G100001006148,GEM Global Solar Power Tracker Feb-2026
Cartago A2 solar farm,Don Rodrigo 2,Cartago II,Spain,48.3,construction,,,Bruc Iberia Energy Investment Partners [100%],37.2404,-5.8357,approximate,Andalucía,L100001005202,G100001006147,GEM Global Solar Power Tracker Feb-2026
Cartago A2 solar farm,Elvisa,Cartago II,Spain,58.0,construction,,,Bruc Iberia Energy Investment Partners [100%],37.2404,-5.8357,approximate,Andalucía,L100001005202,G100001006149,GEM Global Solar Power Tracker Feb-2026
Cartuja 1 solar farm,--,,Spain,36.0,pre-construction,,,,36.7269,-6.1326,approximate,Andalucía,L100001062010,G100001071131,GEM Global Solar Power Tracker Feb-2026
Cartuja 2 solar farm,--,,Spain,36.0,pre-construction,,,,36.7101,-6.1604,approximate,Andalucía,L100001061940,G100001071046,GEM Global Solar Power Tracker Feb-2026
Cartuja 3 solar farm,--,,Spain,36.0,pre-construction,,,,36.6912,-6.1597,approximate,Andalucía,L100001061992,G100001071112,GEM Global Solar Power Tracker Feb-2026
Cartuja solar farm,--,,Spain,46.8,operating,2021.0,Abei Energy,Commerz Real AG [100%],36.5806,-6.1079,exact,Andalucía,L100000824432,G100000827569,GEM Global Solar Power Tracker Feb-2026
Cartujano I solar farm,--,,Spain,50.0,pre-construction,,,,36.7282,-6.0123,exact,Andalucía,L100001061642,G100001070660,GEM Global Solar Power Tracker Feb-2026
