name,phase,other_names,country,capacity_mw,status,start_year,operator,owner,lat,lon,location_accuracy,state,gem_location_id,gem_phase_id,source
Nudo Mudéjar de Andorra solar farm,San Martín,"Plan Futuro Andorra, Futur-e Plan",Spain,250.6,pre-construction,2027.0,Endesa,Endesa SA [100%],40.9959,-0.3814,approximate,Aragón,L100000805777,G100000806649,GEM Global Solar Power Tracker Feb-2026
Nudo Mudéjar de Andorra solar farm,Santa Maria,"Plan Futuro Andorra, Futur-e Plan",Spain,99.4,pre-construction,2027.0,Endesa,Endesa SA [100%],40.9959,-0.3814,approximate,Aragón,L100000805777,G100000806648,GEM Global Solar Power Tracker Feb-2026
Numancia Solar 1 solar farm,--,,Spain,26.2,pre-construction,,Solen Desarrollos,Grupo Enhol [100%],41.7551,-1.9175,approximate,Castilla y León,L100001004604,G100001005402,GEM Global Solar Power Tracker Feb-2026
Nuza solar farm,1,,Spain,62.5,pre-construction,,,TotalEnergies SE [100%],36.4327,-5.4519,approximate,Andalucía,L100000824766,G100000827977,GEM Global Solar Power Tracker Feb-2026
Nuza solar farm,2,,Spain,62.5,pre-construction,,,TotalEnergies SE [100%],36.4327,-5.4519,approximate,Andalucía,L100000824766,G100001005083,GEM Global Solar Power Tracker Feb-2026
Níjarmar solar farm,--,,Spain,21.5,operating,2025.0,,Aquila Clean Energy,37.0042,-2.1223,exact,Andalucía,L100001063799,G100001073343,GEM Global Solar Power Tracker Feb-2026
Núñez De Balboa solar farm,1,,Spain,500.0,operating,2020.0,Iberdrola Renovables Energia,Iberdrola SA [100%],38.4533,-6.226,exact,Extremadura,L100000805862,G100000806744,GEM Global Solar Power Tracker Feb-2026
O Salnés solar project,--,,Spain,2.0,operating,2024.0,,,42.4516,-8.8349,exact,Galicia,L100001009936,G100001011306,GEM Global Solar Power Tracker Feb-2026
OPDE Brovales solar farm,1,,Spain,47.0,construction,,Planta Solar Opde 44,Opdenergy SA [100%],38.1848,-6.3196,exact,Extremadura,L100001005205,G100001006153,GEM Global Solar Power Tracker Feb-2026
OPDE Brovales solar farm,2,,Spain,47.0,construction,,Planta Solar OPDE 45,Opdenergy SA [100%],38.1848,-6.3196,exact,Extremadura,L100001005205,G100001006154,GEM Global Solar Power Tracker Feb-2026
OPDE Brovales solar farm,3,,Spain,17.1,construction,,Planta Solar OPDE 46,Opdenergy SA [100%],38.1848,-6.3196,exact,Extremadura,L100001005205,G100001006155,GEM Global Solar Power Tracker Feb-2026
OPDE Herrera solar farm,--,,Spain,81.1,pre-construction,,,,42.6124,-4.2705,exact,Castilla y León,L100001061814,G100001070882,GEM Global Solar Power Tracker Feb-2026
OPDE Trévago solar farm,1,,Spain,39.0,shelved - inferred 2 y,,Planta Solar OPDE 42,Otras Producciones de Energia Fotovoltaica [100%],41.8788,-2.0963,exact,Castilla y León,L100000824913,G100000828170,GEM Global Solar Power Tracker Feb-2026
OPDE Trévago solar farm,2,,Spain,39.0,shelved - inferred 2 y,,Planta Solar OPDE 47,Otras Producciones de Energia Fotovoltaica [100%],41.8809,-2.0769,exact,Castilla y León,L100000824913,G100000828171,GEM Global Solar Power Tracker Feb-2026
Obenque solar farm,1,,Spain,55.4,shelved - inferred 2 y,,Obenque Solar,Ignis Energía SL [100%],40.5641,-3.1091,approximate,Castilla-La Mancha,L100000824767,G100000827978,GEM Global Solar Power Tracker Feb-2026
Ocaña solar farm,--,,Spain,50.0,operating,2025.0,Naturgy Energy Group,Naturgy Energy Group SA [100%],39.967,-3.5652,exact,Castilla-La Mancha,L100000824768,G100000827980,GEM Global Solar Power Tracker Feb-2026
Ojeador (Grupo Ignis) solar farm,--,,Spain,59.0,pre-construction,,Ojeador Solar,Ignis Energía SL [100%],40.4786,-3.1862,approximate,Castilla-La Mancha,L100000824769,G100000827981,GEM Global Solar Power Tracker Feb-2026
Ojeador (Total Energies) solar farm,2,,Spain,42.5,pre-construction,,Alberche Conex SLU,TotalEnergies SE [100%],40.3426,-3.0341,approximate,Castilla-La Mancha,L100000824770,G100000827982,GEM Global Solar Power Tracker Feb-2026
Ojeador (Total Energies) solar farm,3,,Spain,25.0,pre-construction,,Alberche Conex SLU,TotalEnergies SE [100%],40.3426,-3.0341,approximate,Castilla-La Mancha,L100000824770,G100000827983,GEM Global Solar Power Tracker Feb-2026
Oleo solar farm,--,,Spain,75.0,pre-construction,,,,37.481,-4.4464,approximate,Andalucía,L100001061683,G100001070717,GEM Global Solar Power Tracker Feb-2026
Olius Solsonès solar project,--,,Spain,2.4,operating,2023.0,,,42.0152,1.5571,exact,Cataluña,L100001010342,G100001011712,GEM Global Solar Power Tracker Feb-2026
Oliva solar farm,1,,Spain,50.0,pre-construction,,"Solaria, Promoción y Desarrollo Fotovoltaica",Solaria Energía y Medio Ambiente SA [100%],40.7071,-3.2741,approximate,Castilla-La Mancha,L100000824772,G100000827986,GEM Global Solar Power Tracker Feb-2026
Oliva solar farm,2,,Spain,50.0,pre-construction,,"Solaria, Promoción y Desarrollo Fotovoltaica",Solaria Energía y Medio Ambiente SA [100%],40.7071,-3.2741,approximate,Castilla-La Mancha,L100000824772,G100000827987,GEM Global Solar Power Tracker Feb-2026
Oliva solar farm,3,,Spain,25.0,pre-construction,,"Solaria, Promoción y Desarrollo Fotovoltaica",Solaria Energía y Medio Ambiente SA [100%],40.7071,-3.2741,approximate,Castilla-La Mancha,L100000824772,G100000827988,GEM Global Solar Power Tracker Feb-2026
Oliva solar farm,4,,Spain,25.0,pre-construction,,"Solaria, Promoción y Desarrollo Fotovoltaica",Solaria Energía y Medio Ambiente SA [100%],40.7071,-3.2741,approximate,Castilla-La Mancha,L100000824772,G100000827989,GEM Global Solar Power Tracker Feb-2026
Oliva solar farm,5,,Spain,25.0,pre-construction,,"Solaria, Promoción y Desarrollo Fotovoltaica",Solaria Energía y Medio Ambiente SA [100%],40.7071,-3.2741,approximate,Castilla-La Mancha,L100000824772,G100000827990,GEM Global Solar Power Tracker Feb-2026
Olivar 50 solar farm,--,,Spain,50.0,pre-construction,,,,37.6519,-4.6922,approximate,Andalucía,L100001061815,G100001070883,GEM Global Solar Power Tracker Feb-2026
Olivares EP solar project,--,,Spain,11.3,operating,2019.0,,,37.8182,-3.8018,exact,Andalucía,L100001009188,G100001010558,GEM Global Solar Power Tracker Feb-2026
Olivares solar farm,--,,Spain,49.9,operating,2022.0,,Matrix Renewables [100%],37.7983,-3.7983,exact,Andalucía,L100000824773,G100000827991,GEM Global Solar Power Tracker Feb-2026
Olivenza solar farm,--,,Spain,50.0,operating,2012.0,,Grupo Ibereólica Renovables [100%],38.7548,-7.1439,exact,Extremadura,L100000824774,G100000827992,GEM Global Solar Power Tracker Feb-2026
Olmeda de la Cuesta solar project,--,,Spain,8.1,operating,2023.0,,,40.3187,-2.4752,exact,Castilla-La Mancha,L100001009170,G100001010540,GEM Global Solar Power Tracker Feb-2026
Olmedilla Hive solar farm,--,,Spain,169.0,operating,2022.0,,Hive Energy [100%],39.6143,-2.1039,approximate,Castilla-La Mancha,L100000824775,G100000827993,GEM Global Solar Power Tracker Feb-2026
Olmedilla solar farm,1,Iberdrola Olmedilla (Phase 1),Spain,42.0,operating,2022.0,Iberdrola Renovables Energia,Iberdrola SA [100%],39.6153,-2.1077,approximate,Castilla-La Mancha,L100000805879,G100000806764,GEM Global Solar Power Tracker Feb-2026
Olmedilla solar farm,3,Iberdrola Olmedilla (Phase 1),Spain,11.5,operating,2008.0,,Fotowatio Renewable Ventures (FRV) BV [100%],39.6145,-2.1034,approximate,Castilla-La Mancha,L100000805879,G100000827994,GEM Global Solar Power Tracker Feb-2026
Olmedo solar farm,--,,Spain,168.0,shelved - inferred 2 y,,Opdenergy,Opdenergy SA [100%],41.2916,-4.6943,approximate,Castilla y León,L100000824776,G100000827995,GEM Global Solar Power Tracker Feb-2026
Olèrdola Alt Penedès solar project,--,,Spain,3.9,operating,2023.0,,,41.3057,1.7285,exact,Cataluña,L100001053655,G100001061449,GEM Global Solar Power Tracker Feb-2026
Orellana CSP solar farm,--,Consoll Orellana,Spain,49.9,operating,2012.0,,Acciona SA [100%],38.992,-5.549,exact,Extremadura,L100000824777,G100000827996,GEM Global Solar Power Tracker Feb-2026
Oriental solar project,--,,Spain,3.0,operating,2017.0,,,38.1525,-1.0425,exact,Región de Murcia,L100001009582,G100001010952,GEM Global Solar Power Tracker Feb-2026
Oriental solar project I,--,,Spain,1.1,operating,2023.0,,,38.2577,-1.1487,exact,Región de Murcia,L100001052888,G100001060682,GEM Global Solar Power Tracker Feb-2026
Oriental solar project II,--,,Spain,4.7,operating,2017.0,,,38.1695,-1.0508,exact,Región de Murcia,L100001052982,G100001060776,GEM Global Solar Power Tracker Feb-2026
Oriental solar project III,--,,Spain,1.7,operating,2017.0,,,38.1573,-1.0263,exact,Región de Murcia,L100001053047,G100001060841,GEM Global Solar Power Tracker Feb-2026
Oriental solar project IV,--,,Spain,1.0,operating,2017.0,,,38.2063,-1.0292,exact,Región de Murcia,L100001053167,G100001060961,GEM Global Solar Power Tracker Feb-2026
Oriol solar farm,--,Ceclavin,Spain,328.0,operating,,,Iberdrola SA [100%],39.8221,-6.7734,approximate,Extremadura,L100000824778,G100000827997,GEM Global Solar Power Tracker Feb-2026
Oriolus solar farm,--,,Spain,390.0,shelved - inferred 2 y,,,,38.791,-5.6362,approximate,Extremadura,L100000824779,G100000827998,GEM Global Solar Power Tracker Feb-2026
Orión (Spain) solar farm,--,,Spain,51.0,pre-construction,,,LCG,40.0997,-4.0452,approximate,Comunidad de Madrid,L100001005651,G100001006782,GEM Global Solar Power Tracker Feb-2026
Orla solar farm,1,,Spain,62.5,pre-construction,,,Orla Solar,37.6087,-4.6016,approximate,Andalucía,L100000824780,G100000827999,GEM Global Solar Power Tracker Feb-2026
Orla solar farm,2,,Spain,62.5,pre-construction,,,Orla Solar,37.6087,-4.6016,approximate,Andalucía,L100000824780,G100000828000,GEM Global Solar Power Tracker Feb-2026
Oropesa solar farm,--,,Spain,300.0,pre-construction,,Kalianda Promociones,Kalianda Promociones SL [100%],39.9145,-5.1795,approximate,Castilla-La Mancha,L100000824781,G100000828001,GEM Global Solar Power Tracker Feb-2026
Osa De La Vega solar farm,1,,Spain,30.0,operating,2008.0,X-Elio,Brookfield Renewable Partners LP; KKR & Co. Inc,39.6506,-2.8001,exact,Castilla-La Mancha,L100000806034,G100000806945,GEM Global Solar Power Tracker Feb-2026
Osona solar project,--,,Spain,1.8,operating,2023.0,,,41.8638,2.2292,exact,Cataluña,L100001010413,G100001011783,GEM Global Solar Power Tracker Feb-2026
Osona solar project I,--,,Spain,1.4,operating,2022.0,,,41.9507,2.2498,exact,Cataluña,L100001053464,G100001061258,GEM Global Solar Power Tracker Feb-2026
Osona solar project II,--,,Spain,1.9,operating,2023.0,,,41.9549,2.2443,exact,Cataluña,L100001053716,G100001061510,GEM Global Solar Power Tracker Feb-2026
Otero solar farm,--,Otero Segovia,Spain,505.0,shelved,,Iberdrola,Iberdrola SA [100%],40.9839,-4.3071,approximate,Castilla y León,L100000824782,G100000828002,GEM Global Solar Power Tracker Feb-2026
Ourense solar project,--,,Spain,1.0,operating,2024.0,,,42.2934,-7.8179,exact,Galicia,L100001053474,G100001061268,GEM Global Solar Power Tracker Feb-2026
PFV Muel solar farm,--,,Spain,48.1,pre-construction,,,,41.5034,-1.1344,exact,Aragón,L100001062122,G100001071308,GEM Global Solar Power Tracker Feb-2026
PS-10 CSP solar farm,--,Planta Solar 10,Spain,11.0,operating,2007.0,,Abengoa SA [100%],37.4425,-6.25,exact,Andalucía,L100000824813,G100000828037,GEM Global Solar Power Tracker Feb-2026
PS-20 CSP solar farm,--,"Planta Solar 20, Sanlucar",Spain,20.0,operating,2009.0,,Abengoa SA [100%],37.4401,-6.2601,exact,Andalucía,L100000824814,G100000828038,GEM Global Solar Power Tracker Feb-2026
PSF Ayora solar farm,1,PSF Ayora 1,Spain,154.7,pre-construction,2026.0,Iberdrola Renovables Energia,Iberdrola SA [100%],39.2313,-1.0535,approximate,Comunidad Valenciana,L100000805869,G100000806753,GEM Global Solar Power Tracker Feb-2026
Pacheco solar farm,--,,Spain,98.4,pre-construction,,,,37.6152,-0.9943,approximate,Región de Murcia,L100001063100,G100001072475,GEM Global Solar Power Tracker Feb-2026
Palabra solar farm,--,,Spain,49.8,operating,,,,41.2874,-0.324,approximate,Aragón,L100000824783,G100000828003,GEM Global Solar Power Tracker Feb-2026
Palacios Del Arzobispo solar farm,1,,Spain,30.0,operating,2019.0,Solaria Energía y Medio Ambiente,Solaria Energía y Medio Ambiente SA [100%],41.1631,-5.8912,approximate,Castilla y León,L100000805963,G100000806866,GEM Global Solar Power Tracker Feb-2026
Palencia solar project I,--,,Spain,1.1,operating,2023.0,,,41.9936,-4.5873,exact,Castilla y León,L100001053205,G100001060999,GEM Global Solar Power Tracker Feb-2026
Palencia solar project II,--,,Spain,4.1,operating,2025.0,,,41.9981,-4.506,exact,Castilla y León,L100001053755,G100001061549,GEM Global Solar Power Tracker Feb-2026
Pallars Jussà solar project I,--,,Spain,2.4,operating,2019.0,,,42.1697,0.8852,exact,Cataluña,L100001009591,G100001010961,GEM Global Solar Power Tracker Feb-2026
Pallars Jussà solar project II,--,,Spain,1.3,operating,2023.0,,,42.1247,0.7081,exact,Cataluña,L100001010408,G100001011778,GEM Global Solar Power Tracker Feb-2026
Pallars Jussà solar project III,--,,Spain,4.4,operating,2020.0,,,42.1752,0.9112,exact,Cataluña,L100001010419,G100001011789,GEM Global Solar Power Tracker Feb-2026
Palma De Mallorca Raiguer solar project,--,,Spain,2.5,operating,2022.0,,,39.6393,2.6708,exact,Islas Baleares,L100001053361,G100001061155,GEM Global Solar Power Tracker Feb-2026
Palma De Mallorca solar project I,--,,Spain,3.5,operating,2024.0,,,39.6152,2.6658,exact,Islas Baleares,L100001053127,G100001060921,GEM Global Solar Power Tracker Feb-2026
Palma De Mallorca solar project II,--,,Spain,7.8,operating,2022.0,,,39.6513,2.6821,exact,Islas Baleares,L100001053182,G100001060976,GEM Global Solar Power Tracker Feb-2026
Palma De Mallorca solar project III,--,,Spain,2.2,operating,2022.0,,,39.5987,2.7407,exact,Islas Baleares,L100001053272,G100001061066,GEM Global Solar Power Tracker Feb-2026
Palma del Río 1 CSP solar farm,--,,Spain,49.9,operating,2011.0,,,37.645,-5.258,exact,Andalucía,L100000824785,G100000828006,GEM Global Solar Power Tracker Feb-2026
Palma del Río 2 CSP solar farm,--,,Spain,50.0,operating,2010.0,,Acciona SA [100%],37.645,-5.258,exact,Andalucía,L100000824786,G100000828007,GEM Global Solar Power Tracker Feb-2026
Palma del Río PV solar farm,--,Seneca,Spain,50.0,operating,2019.0,,Abei Energy; ENGIE SA,37.6337,-5.2733,approximate,Andalucía,L100000824787,G100000828008,GEM Global Solar Power Tracker Feb-2026
Palma solar project,--,,Spain,5.3,operating,2022.0,,,39.5157,2.7712,exact,Islas Baleares,L100001010565,G100001011935,GEM Global Solar Power Tracker Feb-2026
Paradis Solar solar farm,--,,Spain,25.0,pre-construction,,,Energia Arrebol SLU [100%],41.2416,1.2754,approximate,Cataluña,L100001000943,G100001001309,GEM Global Solar Power Tracker Feb-2026
Paraje de Cabrera II solar project,--,,Spain,6.4,operating,2017.0,,,36.9105,-4.3888,exact,Andalucía,L100001009196,G100001010566,GEM Global Solar Power Tracker Feb-2026
Parcas solar farm,1,,Spain,40.0,operating,2019.0,Eiffage Énergie Systèmes,X-Elio [100%],36.934,-2.068,exact,Andalucía,L100000805767,G100000806636,GEM Global Solar Power Tracker Feb-2026
Parla solar farm,1,,Spain,280.0,shelved - inferred 2 y,,Solaria Energía y Medio Ambiente,Solaria Energía y Medio Ambiente SA [100%],39.6209,-4.4892,approximate,Castilla-La Mancha,L100000805989,G100000806894,GEM Global Solar Power Tracker Feb-2026
Parrilla solar farm,1,,Spain,270.0,pre-construction,,Jinki Greenfield Spain 4,,37.6087,-4.6016,approximate,Andalucía,L100000824790,G100000828011,GEM Global Solar Power Tracker Feb-2026
Parrilla solar farm,2,,Spain,121.6,pre-construction,,Jinki Greenfield Spain 4,,37.6087,-4.6016,approximate,Andalucía,L100000824790,G100000828012,GEM Global Solar Power Tracker Feb-2026
Partido Judicial De Baza solar project I,--,,Spain,3.2,operating,2023.0,,,37.5111,-2.7535,exact,Andalucía,L100001052880,G100001060674,GEM Global Solar Power Tracker Feb-2026
Partido Judicial De Baza solar project II,--,,Spain,3.3,operating,2017.0,,,37.5322,-2.6466,exact,Andalucía,L100001053332,G100001061126,GEM Global Solar Power Tracker Feb-2026
Partido Judicial De Granada solar project I,--,,Spain,1.2,operating,2017.0,,,37.4797,-3.6245,exact,Andalucía,L100001053081,G100001060875,GEM Global Solar Power Tracker Feb-2026
Partido Judicial De Granada solar project II,--,,Spain,4.7,operating,2024.0,,,36.9972,-3.5578,exact,Andalucía,L100001053387,G100001061181,GEM Global Solar Power Tracker Feb-2026
Partido Judicial De Guadix solar project I,--,,Spain,1.7,operating,2023.0,,,37.3648,-3.0729,exact,Andalucía,L100001052815,G100001060609,GEM Global Solar Power Tracker Feb-2026
Partido Judicial De Guadix solar project II,--,,Spain,2.4,operating,2017.0,,,37.5065,-3.2467,exact,Andalucía,L100001053541,G100001061335,GEM Global Solar Power Tracker Feb-2026
Partido Judicial De Guadix solar project III,--,,Spain,1.4,operating,2017.0,,,37.2266,-3.0294,exact,Andalucía,L100001053823,G100001061617,GEM Global Solar Power Tracker Feb-2026
Partido Judicial De Huéscar solar project I,--,,Spain,1.7,operating,2017.0,,,37.7971,-2.5429,exact,Andalucía,L100001052908,G100001060702,GEM Global Solar Power Tracker Feb-2026
Partido Judicial De Huéscar solar project II,--,,Spain,3.8,operating,2017.0,,,37.7176,-2.551,exact,Andalucía,L100001053672,G100001061466,GEM Global Solar Power Tracker Feb-2026
Partido Judicial De Loja solar project,--,,Spain,11.6,operating,2017.0,,,37.1004,-3.7905,exact,Andalucía,L100001052994,G100001060788,GEM Global Solar Power Tracker Feb-2026
Partido Judicial De Órgiva solar project,--,,Spain,1.4,operating,2025.0,,,36.9357,-3.0723,exact,Andalucía,L100001053849,G100001061643,GEM Global Solar Power Tracker Feb-2026
Pato solar farm,--,,Spain,110.0,announced,,,ib vogt gmbH,41.6052,-3.7692,approximate,Castilla y León,L100001007666,G100001008892,GEM Global Solar Power Tracker Feb-2026
Patria 1 solar farm,--,,Spain,37.4,pre-construction,,,,36.2495,-5.9674,approximate,Andalucía,L100001064164,G100001073798,GEM Global Solar Power Tracker Feb-2026
Pañol solar farm,--,,Spain,92.5,pre-construction,,Pañol Solar,Ignis Energía SL [100%],40.5895,-3.1609,approximate,Castilla-La Mancha,L100000824788,G100000828009,GEM Global Solar Power Tracker Feb-2026
Pedrecha solar farm,--,,Spain,50.8,pre-construction,,,Capital Energy,37.2284,-3.6488,approximate,Andalucía,L100001005657,G100001006794,GEM Global Solar Power Tracker Feb-2026
Pedroso solar farm,--,,Spain,30.9,operating,,,,37.6568,-5.5269,approximate,Andalucía,L100000824791,G100000828013,GEM Global Solar Power Tracker Feb-2026
Pepino solar farm,Pepino 20,,Spain,12.8,construction,,,SENS - Iberica,40.033,-4.8029,approximate,Castilla-La Mancha,L100001007585,G100001008755,GEM Global Solar Power Tracker Feb-2026
